date,Temperature,Humidity,Light,CO2
2/11/2015 17:37,21.815,29.815,419,708.5
2/11/2015 17:38,21.84,29.795,419,702
2/11/2015 17:38,21.82333333,29.82333333,419,702
2/11/2015 17:39,21.815,29.7475,419,695.75
2/11/2015 17:41,21.79,29.73,419,686.6666667
2/11/2015 17:42,21.815,29.55,419,679.75
2/11/2015 17:43,21.79,29.5,419,674
2/11/2015 17:44,21.79,29.3675,419,669.25
2/11/2015 17:44,21.79,29.745,419,667.5
2/11/2015 17:45,21.815,29.6725,419,679
2/11/2015 17:47,21.79,29.6,419,678
2/11/2015 17:48,21.84,29.55,419,674
2/11/2015 17:49,21.79,29.4725,419,666.5
2/11/2015 17:50,21.79,29.34,419,665.6666667
2/11/2015 17:51,21.89,29.29,419,648.6666667
2/11/2015 17:51,21.84,29.315,419,643.25
2/11/2015 17:53,21.89,29.29,419,635
2/11/2015 17:54,21.865,29.29,419,636.25
2/11/2015 17:55,21.89,29.34,419,636.25
2/11/2015 17:55,21.89,29.29,419,639
2/11/2015 17:57,21.85666667,29.43333333,419,640.3333333
2/11/2015 17:57,21.89,29.2675,419,639.75
2/11/2015 17:58,21.89,29.245,419,638.5
2/11/2015 18:00,21.89,29.42,415.5,643.5
2/11/2015 18:01,21.89,29.7725,415,648
2/11/2015 18:02,21.89,29.7475,419,656.75
2/11/2015 18:03,21.89,29.45666667,419,655.6666667
2/11/2015 18:04,21.89,29.2675,419,646.75
2/11/2015 18:04,21.89,29.29,419,643
2/11/2015 18:06,21.89,29.23,419,639
2/11/2015 18:07,21.89,29.2,419,633.5
2/11/2015 18:08,21.865,29.125,419,631
2/11/2015 18:08,21.89,29.125,419,626
2/11/2015 18:10,21.815,28.9725,419,614.75
2/11/2015 18:10,21.79,28.89,419,606
2/11/2015 18:11,21.82333333,28.85666667,419,603
2/11/2015 18:13,21.79,28.79,419,600.75
2/11/2015 18:14,21.79,28.695,419,601
2/11/2015 18:15,21.79,28.63333333,419,601.6666667
2/11/2015 18:16,21.79,28.7225,419,597.25
2/11/2015 18:16,21.79,28.6475,419,596.5
2/11/2015 18:17,21.79,28.53333333,419,596.6666667
2/11/2015 18:19,21.79,28.525,419,595.25
2/11/2015 18:20,21.79,28.42,419,588.5
2/11/2015 18:21,21.79,28.55,419,585
2/11/2015 18:22,21.7675,28.5,419,585.75
2/11/2015 18:23,21.7,28.445,412,584.5
2/11/2015 18:23,21.7,28.5,279.3333333,585
2/11/2015 18:24,21.7,28.56666667,0,582
2/11/2015 18:26,21.7,28.76,0,578
2/11/2015 18:27,21.7,28.79,0,584
2/11/2015 18:28,21.7,28.79,0,586.5
2/11/2015 18:29,21.7,28.84,0,587.5
2/11/2015 18:29,21.7,28.86,0,586
2/11/2015 18:30,21.7,28.86,0,592.3333333
2/11/2015 18:32,21.7,28.79,0,590
2/11/2015 18:33,21.6,28.895,0,590
2/11/2015 18:34,21.63333333,28.79,0,590.5
2/11/2015 18:35,21.6,28.73,0,593.5
2/11/2015 18:36,21.6,28.79,0,595
2/11/2015 18:36,21.6,28.79,0,594.6666667
2/11/2015 18:38,21.55,28.79,0,593
2/11/2015 18:39,21.6,28.79,0,582.5
2/11/2015 18:40,21.6,28.79,0,579.5
2/11/2015 18:40,21.6,28.79,0,588
2/11/2015 18:42,21.5,28.84,0,596.5
2/11/2015 18:42,21.5,28.82333333,0,622.3333333
2/11/2015 18:43,21.5,28.79,0,606
2/11/2015 18:45,21.5,29.6,0,605
2/11/2015 18:46,21.5,28.995,0,642.5
2/11/2015 18:47,21.39,29.015,0,604.25
2/11/2015 18:48,21.39,29.445,0,596
2/11/2015 18:49,21.39,29.2,0,612
2/11/2015 18:49,21.39,29.1,0,720.5
2/11/2015 18:51,21.32333333,29.33,0,1760
2/11/2015 18:52,21.29,29,0,1665
2/11/2015 18:53,21.29,29.03,0,1255.666667
2/11/2015 18:53,21.29,29.2,0,724
2/11/2015 18:55,21.29,29.1,0,619
2/11/2015 18:55,21.29,29.9,0,562.5
2/11/2015 18:56,21.29,29.92666667,0,582
2/11/2015 18:58,21.29,29.8,0,616
2/11/2015 18:59,21.245,29.55,0,648.5
2/11/2015 19:00,21.2,29.5,0,673
2/11/2015 19:01,21.2,30.1,0,608
2/11/2015 19:01,21.2,29.6,0,752
2/11/2015 19:02,21.2,30.45,0,621.5
2/11/2015 19:04,21.2,30,0,589.3333333
2/11/2015 19:05,21.2,29.9,0,608.5
2/11/2015 19:06,21.2,29.945,0,620
2/11/2015 19:07,21.2,29.495,0,598.5
2/11/2015 19:08,21.2,29.64,0,640.5
2/11/2015 19:08,21.2,29.96333333,0,695
2/11/2015 19:09,21.2,29.89,0,670
2/11/2015 19:11,21.2,29.79,0,619
2/11/2015 19:12,21.2,29.76,0,571.6666667
2/11/2015 19:13,21.2,29.995,0,533.5
2/11/2015 19:14,21.16666667,29.99666667,0,618.6666667
2/11/2015 19:14,21.2,30.2,0,516
2/11/2015 19:15,21.15,31.05,0,515
2/11/2015 19:17,21.15,29.8,0,513.5
2/11/2015 19:18,21.15,29.645,0,520
2/11/2015 19:19,21.1,29.65,0,527.5
2/11/2015 19:20,21.1,29.45,0,526
2/11/2015 19:21,21.1,29.66333333,0,526.3333333
2/11/2015 19:21,21.1,29.795,0,528
2/11/2015 19:23,21.1,29.89,0,524
2/11/2015 19:24,21.1,29.695,0,524.5
2/11/2015 19:25,21.1,29.89666667,0,521.3333333
2/11/2015 19:25,21.1,29.995,0,524
2/11/2015 19:27,21.1,29.945,0,522.5
2/11/2015 19:27,21.1,29.79,0,526
2/11/2015 19:28,21.05,29.75,0,520
2/11/2015 19:30,21.1,30.29,0,526
2/11/2015 19:31,21.1,29.39,0,530
2/11/2015 19:32,21.1,29.6,0,529
2/11/2015 19:33,21.1,29.34,0,529
2/11/2015 19:34,21.1,29.745,0,527
2/11/2015 19:34,21.1,29.39333333,0,530
2/11/2015 19:36,21.1,30.05,0,526
2/11/2015 19:37,21.075,29.5,0,526
2/11/2015 19:38,21.1,29.5,0,526
2/11/2015 19:38,21.1,30.09,0,531.5
2/11/2015 19:40,21.1,30.1,0,534
2/11/2015 19:40,21,29.495,0,533
2/11/2015 19:41,21.1,29.445,0,521.3333333
2/11/2015 19:43,21.1,29.645,0,523.5
2/11/2015 19:44,21.1,30.1,0,521
2/11/2015 19:45,21,29.945,0,522
2/11/2015 19:46,21.1,29.6,0,520
2/11/2015 19:46,21.025,30.1225,0,520.5
2/11/2015 19:47,21,30,0,520
2/11/2015 19:49,21,29.53,0,523.6666667
2/11/2015 19:50,21,29.55,0,520
2/11/2015 19:51,21,29.195,0,524.5
2/11/2015 19:52,21,29.53,0,519.3333333
2/11/2015 19:53,21,29.445,0,519
2/11/2015 19:53,21,30.1,0,520
2/11/2015 19:54,21,29.945,0,522.5
2/11/2015 19:56,21,29.8,0,527.5
2/11/2015 19:57,21,30.06666667,0,537
2/11/2015 19:58,21,29.76666667,0,542.3333333
2/11/2015 19:59,21,29.5,0,548
2/11/2015 19:59,21,29.995,0,545.5
2/11/2015 20:00,21,29.92666667,0,549.6666667
2/11/2015 20:02,21,29.495,0,562
2/11/2015 20:03,21,29.5,0,583
2/11/2015 20:04,21,29.4475,0,552
2/11/2015 20:05,21,29.69666667,0,540
2/11/2015 20:06,21,29.445,0,527.3333333
2/11/2015 20:06,21,29.4,0,523.3333333
2/11/2015 20:08,21,29.495,0,517
2/11/2015 20:09,21,30.06,0,517.3333333
2/11/2015 20:10,21,30,0,513
2/11/2015 20:10,21,29.995,0,511
2/11/2015 20:12,21,29.56,0,513
2/11/2015 20:12,21,29.35,0,513
2/11/2015 20:13,21,29.9,0,512.3333333
2/11/2015 20:15,21,29.8,0,510.5
2/11/2015 20:16,20.92666667,29.59333333,0,512
2/11/2015 20:17,20.945,29.445,0,509
2/11/2015 20:18,20.945,29.6,0,502.5
2/11/2015 20:19,21,29.55,0,503
2/11/2015 20:19,21,29.6,0,502
2/11/2015 20:21,21,29.2,0,502
2/11/2015 20:22,21,29.23,0,500
2/11/2015 20:23,21,29.745,0,504
2/11/2015 20:23,21,29.245,0,506.5
2/11/2015 20:25,21,30.09,0,497
2/11/2015 20:25,20.9725,30.0475,0,493.5
2/11/2015 20:26,20.945,30.4,0,494.5
2/11/2015 20:28,20.92666667,30.09333333,0,499.6666667
2/11/2015 20:29,20.92666667,29.83,0,498.3333333
2/11/2015 20:30,20.89,30.29,0,498
2/11/2015 20:31,20.89,29.35,0,499
2/11/2015 20:31,20.89,29.76333333,0,501.6666667
2/11/2015 20:32,20.945,30,0,499
2/11/2015 20:34,20.89,29.6175,0,492.25
2/11/2015 20:35,20.89,29.79,0,495
2/11/2015 20:36,20.89,29.92,0,492
2/11/2015 20:37,20.89,29.3,0,494.5
2/11/2015 20:38,20.89,29.5,0,499
2/11/2015 20:38,20.89,29.59333333,0,497.3333333
2/11/2015 20:39,20.89,29.7,0,493
2/11/2015 20:41,20.89,29.79,0,491.5
2/11/2015 20:42,20.89,29.7675,0,492
2/11/2015 20:43,20.89,29.495,0,492
2/11/2015 20:44,20.89,30.42,0,486
2/11/2015 20:44,20.89,29.6,0,488
2/11/2015 20:45,20.85666667,29.62666667,0,491.3333333
2/11/2015 20:47,20.89,29.495,0,491
2/11/2015 20:48,20.89,29.35,0,491
2/11/2015 20:49,20.89,29.5,0,496
2/11/2015 20:50,20.89,29.29,0,500
2/11/2015 20:51,20.79,29.16666667,0,495.6666667
2/11/2015 20:51,20.89,29.65,0,489
2/11/2015 20:53,20.89,29.65,0,489
2/11/2015 20:54,20.79,29.5,0,489
2/11/2015 20:55,20.85666667,29.53333333,0,495
2/11/2015 20:55,20.82333333,30.12666667,0,494
2/11/2015 20:57,20.79,29.29666667,0,495.5
2/11/2015 20:57,20.84,30.045,0,495
2/11/2015 20:58,20.79,29.545,0,493.5
2/11/2015 21:00,20.79,29.495,0,494
2/11/2015 21:01,20.79,29.29,0,496
2/11/2015 21:02,20.79,29.395,0,486
2/11/2015 21:03,20.79,30.25,0,485
2/11/2015 21:04,20.79,29.34,0,490
2/11/2015 21:04,20.79,29.3,0,488
2/11/2015 21:06,20.76,29.56333333,0,484.6666667
2/11/2015 21:07,20.79,30.09666667,0,485.3333333
2/11/2015 21:08,20.79,29.89,0,487.5
2/11/2015 21:08,20.79,29.89,0,493
2/11/2015 21:10,20.79,29.795,0,496.5
2/11/2015 21:10,20.79,30.05,0,490
2/11/2015 21:11,20.79,29.85,0,493.5
2/11/2015 21:13,20.79,29.45,0,489
2/11/2015 21:14,20.79,29.83,0,486.3333333
2/11/2015 21:15,20.79,29.445,0,486.5
2/11/2015 21:16,20.79,29.39,0,486
2/11/2015 21:16,20.79,29.55,0,486
2/11/2015 21:17,20.79,29.39,0,486
2/11/2015 21:19,20.79,30.2,0,488
2/11/2015 21:20,20.79,29.79333333,0,489.3333333
2/11/2015 21:21,20.79,29.39,0,488.5
2/11/2015 21:22,20.79,29.245,0,488
2/11/2015 21:23,20.79,29.05,0,493
2/11/2015 21:23,20.79,29.2475,0,489
2/11/2015 21:24,20.79,30.6,0,486
2/11/2015 21:26,20.79,29.79,0,486.6666667
2/11/2015 21:27,20.745,29.545,0,490.5
2/11/2015 21:28,20.79,29.945,0,487.5
2/11/2015 21:29,20.79,30.045,0,488
2/11/2015 21:29,20.79,29.59,0,494
2/11/2015 21:30,20.79,29.495,0,492
2/11/2015 21:32,20.79,29.95,0,487.5
2/11/2015 21:33,20.79,29.795,0,489.5
2/11/2015 21:34,20.7,29.79,0,488
2/11/2015 21:35,20.7,29,0,488
2/11/2015 21:36,20.79,29.495,0,492
2/11/2015 21:36,20.79,29.33,0,488
2/11/2015 21:38,20.79,29.2,0,486
2/11/2015 21:39,20.79,29.84,0,489
2/11/2015 21:40,20.76,29.42666667,0,488.3333333
2/11/2015 21:40,20.745,29.52,0,487.5
2/11/2015 21:42,20.79,29.5,0,489
2/11/2015 21:42,20.79,28.895,0,495
2/11/2015 21:43,20.7,29.145,0,492
2/11/2015 21:45,20.7225,29.67,0,488.75
2/11/2015 21:46,20.7,29.35666667,0,491
2/11/2015 21:47,20.745,29.39,0,492.5
2/11/2015 21:48,20.745,29.29,0,486
2/11/2015 21:49,20.7,29.39,0,495
2/11/2015 21:49,20.7,29.34,0,494.5
2/11/2015 21:51,20.7,28.65,0,495
2/11/2015 21:52,20.7,28.9,0,496
2/11/2015 21:53,20.7,29.6,0,490.5
2/11/2015 21:53,20.7,29.695,0,492
2/11/2015 21:55,20.7,28.645,0,485
2/11/2015 21:55,20.7,29.26333333,0,490.3333333
2/11/2015 21:56,20.7,29.29,0,489
2/11/2015 21:58,20.7,29.99666667,0,490
2/11/2015 21:59,20.7,29.49666667,0,493.3333333
2/11/2015 22:00,20.7,29.2,0,488
2/11/2015 22:01,20.7,29.13,0,490.6666667
2/11/2015 22:01,20.7,28.7225,0,489
2/11/2015 22:02,20.7,29.02666667,0,487
2/11/2015 22:04,20.7,29.545,0,490.5
2/11/2015 22:05,20.7,28.895,0,494
2/11/2015 22:06,20.7,28.895,0,494.5
2/11/2015 22:07,20.7,29.195,0,486
2/11/2015 22:08,20.7,29.4,0,488.5
2/11/2015 22:08,20.7,29.945,0,489.5
2/11/2015 22:09,20.7,29.445,0,491.5
2/11/2015 22:11,20.7,29.195,0,489
2/11/2015 22:12,20.7,29.09,0,491.5
2/11/2015 22:13,20.7,29.3,0,489
2/11/2015 22:14,20.7,28.995,0,492.5
2/11/2015 22:14,20.7,29.045,0,491
2/11/2015 22:15,20.7,29.35,0,485
2/11/2015 22:17,20.7,28.745,0,488
2/11/2015 22:18,20.7,28.495,0,489.5
2/11/2015 22:19,20.7,28.56,0,486.3333333
2/11/2015 22:20,20.7,28.2,0,487
2/11/2015 22:21,20.6,28,0,487
2/11/2015 22:21,20.7,28.8,0,491.5
2/11/2015 22:23,20.7,28.29,0,487
2/11/2015 22:24,20.63333333,28.99666667,0,487
2/11/2015 22:25,20.6,28.195,0,488
2/11/2015 22:25,20.6,28.33,0,486.3333333
2/11/2015 22:27,20.6,28.4,0,486
2/11/2015 22:27,20.6,28.1,0,487
2/11/2015 22:28,20.6,28.495,0,497
2/11/2015 22:30,20.6,29,0,498
2/11/2015 22:31,20.6,28.945,0,497
2/11/2015 22:32,20.6,28.79,0,496.5
2/11/2015 22:33,20.6,28.03333333,0,487
2/11/2015 22:34,20.5,27.995,0,486.5
2/11/2015 22:34,20.5,27.895,0,491.5
2/11/2015 22:36,20.5,28.59,0,489
2/11/2015 22:37,20.53333333,28.02333333,0,488
2/11/2015 22:38,20.5,27.79,0,487
2/11/2015 22:38,20.5,27.79,0,488
2/11/2015 22:40,20.55,28.195,0,488.5
2/11/2015 22:40,20.5,28.09666667,0,495
2/11/2015 22:41,20.5,27.96333333,0,499.3333333
2/11/2015 22:43,20.55,28.1,0,499
2/11/2015 22:44,20.55,28.245,0,489
2/11/2015 22:45,20.55,28.195,0,489.5
2/11/2015 22:46,20.5,27.79,0,486
2/11/2015 22:46,20.5,28.09666667,0,490.3333333
2/11/2015 22:47,20.5,27.7,0,488
2/11/2015 22:49,20.5,28.16,0,484.6666667
2/11/2015 22:50,20.5,27.73,0,491.6666667
2/11/2015 22:51,20.5,28.7,0,492
2/11/2015 22:52,20.5,28.445,0,488.5
2/11/2015 22:53,20.53333333,28,0,489.3333333
2/11/2015 22:53,20.6,27.9,0,490
2/11/2015 22:54,20.55,27.6,0,491.5
2/11/2015 22:56,20.55,28.04,0,493.5
2/11/2015 22:57,20.5,28.895,0,491
2/11/2015 22:58,20.5,28.195,0,498.5
2/11/2015 22:59,20.5,28.145,0,486
2/11/2015 22:59,20.56666667,29.03,0,489.3333333
2/11/2015 23:00,20.6,28.1,0,488
2/11/2015 23:02,20.6,27.95,0,489.5
2/11/2015 23:03,20.6,27.84,0,488
2/11/2015 23:04,20.6,28.4,0,493.5
2/11/2015 23:05,20.6,27.995,0,497.5
2/11/2015 23:06,20.65,28.495,0,496.5
2/11/2015 23:06,20.6,28,0,493
2/11/2015 23:08,20.6,28.29,0,492
2/11/2015 23:09,20.6,27.84,0,491.5
2/11/2015 23:10,20.6,27.76333333,0,494
2/11/2015 23:10,20.6,27.745,0,493
2/11/2015 23:12,20.6,27.945,0,492
2/11/2015 23:12,20.6,27.945,0,493.5
2/11/2015 23:13,20.6,28.1,0,497
2/11/2015 23:15,20.6,28.29,0,499
2/11/2015 23:16,20.6,27.695,0,501
2/11/2015 23:17,20.6,28.1475,0,498.25
2/11/2015 23:18,20.6,28.29,0,498
2/11/2015 23:19,20.6,28.03,0,498
2/11/2015 23:19,20.6,27.53,0,495
2/11/2015 23:21,20.6,27.7,0,493
2/11/2015 23:22,20.6,27.995,0,494.5
2/11/2015 23:23,20.6,27.295,0,495
2/11/2015 23:23,20.6,27.495,0,494.5
2/11/2015 23:25,20.7,27.79,0,500
2/11/2015 23:25,20.65,27.59,0,499.5
2/11/2015 23:26,20.6,27.56333333,0,497.6666667
2/11/2015 23:28,20.65,27.95,0,489.5
2/11/2015 23:29,20.6,27.4,0,490
2/11/2015 23:30,20.6,27.79,0,493
2/11/2015 23:31,20.6,27.445,0,497.5
2/11/2015 23:31,20.6,27.79,0,503
2/11/2015 23:32,20.6,28.5,0,502
2/11/2015 23:34,20.6,27.36333333,0,497.6666667
2/11/2015 23:35,20.6,27,0,498
2/11/2015 23:36,20.6,27.2,0,499
2/11/2015 23:37,20.65,27.34,0,495.5
2/11/2015 23:38,20.7,27.65,0,497.5
2/11/2015 23:38,20.65,27.695,0,497
2/11/2015 23:39,20.6,27.53,0,495.6666667
2/11/2015 23:41,20.6,27.22666667,0,495.6666667
2/11/2015 23:42,20.6,27.79,0,498
2/11/2015 23:43,20.63333333,27.09666667,0,497
2/11/2015 23:44,20.6,26.84,0,498
2/11/2015 23:44,20.6,26.89666667,0,500
2/11/2015 23:45,20.6,27.195,0,497
2/11/2015 23:47,20.6,27.745,0,499
2/11/2015 23:48,20.6,27.56666667,0,499.3333333
2/11/2015 23:49,20.55,27.495,0,498.5
2/11/2015 23:50,20.55,27.445,0,502.5
2/11/2015 23:51,20.6,26.895,0,501
2/11/2015 23:51,20.55,27.55,0,499
2/11/2015 23:53,20.6,27.245,0,504.5
2/11/2015 23:54,20.6,27.49666667,0,508
2/11/2015 23:55,20.56666667,27.09333333,0,501.3333333
2/11/2015 23:55,20.55,26.995,0,502.5
2/11/2015 23:57,20.6,27.04,0,502
2/11/2015 23:57,20.6,27.04,0,504.6666667
2/11/2015 23:58,20.6,27.245,0,506.5
2/12/2015 0:00,20.6,26.65,0,508
2/12/2015 0:01,20.55,26.85,0,505.5
2/12/2015 0:02,20.6,26.8,0,502.3333333
2/12/2015 0:03,20.6,27.16666667,0,500
2/12/2015 0:04,20.6,26.89,0,498
2/12/2015 0:04,20.55,27.39,0,503
2/12/2015 0:06,20.6,26.99666667,0,502.3333333
